N,TotEdge,A,G,AVGE,t_mean,t_sd,edge_mean,edge_sd
8,210,1,1,0.3,32.6,9.626717208401123,121.4,20.1974464253594
8,210,1,1,0.5,32.65,9.404786015641186,120.15,19.669037918301417
8,210,1,1,0.7,33.7,12.666158807916803,123.05,23.27066144763673
8,210,1,1,1,29.9,11.616231837616843,120.4,23.526916276335157
10,342,0,0,0.1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0,0.3,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0,0.5,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0,0.7,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0.3,0.1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0.3,0.3,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0.3,0.5,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0.3,0.7,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0.3,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0.5,0.1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0.5,0.3,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0.5,0.5,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0.5,0.7,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0.5,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0.7,0.1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0.7,0.3,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0.7,0.5,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0.7,0.7,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,0.7,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,1,0.1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,1,0.3,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,1,0.5,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,1,0.7,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0,1,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0.3,0,0.1,38.2,12.245729653101202,194.15,33.60807390462814
10,342,0.3,0,0.3,34.3,12.67861855333824,188.15,35.31404223460362
10,342,0.3,0,0.5,36.75,19.36865345970404,197.65,30.659891509403963
10,342,0.3,0,0.7,32.45,8.828631651739995,197.05,27.702317972556585
10,342,0.3,0,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0.3,0.3,0.1,38.5,13.132923673368635,194.65,34.83838626995712
10,342,0.3,0.3,0.3,35.2,15.014379072987614,189.35,38.62542794857458
10,342,0.3,0.3,0.5,34,8.795932074125606,195.35,23.80684333282521
10,342,0.3,0.3,0.7,32.05,7.556628320815268,196.55,26.514097541139368
10,342,0.3,0.3,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0.3,0.5,0.1,38.5,13.132923673368635,194.65,34.83838626995712
10,342,0.3,0.5,0.3,35.2,15.014379072987614,189.35,38.62542794857458
10,342,0.3,0.5,0.5,34,8.795932074125606,195.35,23.80684333282521
10,342,0.3,0.5,0.7,32.05,7.556628320815268,196.55,26.514097541139368
10,342,0.3,0.5,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0.3,0.7,0.1,38.5,13.132923673368635,194.65,34.83838626995712
10,342,0.3,0.7,0.3,35.2,15.014379072987614,189.35,38.62542794857458
10,342,0.3,0.7,0.5,33.7,8.826395819239853,193.95,23.59856150834533
10,342,0.3,0.7,0.7,32.05,7.556628320815268,196.55,26.514097541139368
10,342,0.3,0.7,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0.3,1,0.1,39.4,15.699145132609509,195.4,36.55190973482997
10,342,0.3,1,0.3,35.2,15.014379072987614,189.35,38.62542794857458
10,342,0.3,1,0.5,33.9,8.783357468590962,195.05,23.623081932719955
10,342,0.3,1,0.7,32.05,7.556628320815268,196.55,26.514097541139368
10,342,0.3,1,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0.5,0,0.1,38.2,12.245729653101202,194.15,33.60807390462814
10,342,0.5,0,0.3,34.3,12.67861855333824,188.15,35.31404223460362
10,342,0.5,0,0.5,37.1,20.827360547328627,197.75,30.964963222461947
10,342,0.5,0,0.7,32.45,8.828631651739995,197.05,27.702317972556585
10,342,0.5,0,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0.5,0.3,0.1,38.5,13.132923673368635,194.65,34.83838626995712
10,342,0.5,0.3,0.3,35.2,15.014379072987614,189.35,38.62542794857458
10,342,0.5,0.3,0.5,34,8.795932074125606,195.35,23.80684333282521
10,342,0.5,0.3,0.7,32.05,7.556628320815268,196.55,26.514097541139368
10,342,0.5,0.3,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0.5,0.5,0.1,38.5,13.132923673368635,194.65,34.83838626995712
10,342,0.5,0.5,0.3,35.2,15.014379072987614,189.35,38.62542794857458
10,342,0.5,0.5,0.5,34,8.795932074125606,195.35,23.80684333282521
10,342,0.5,0.5,0.7,32.05,7.556628320815268,196.55,26.514097541139368
10,342,0.5,0.5,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0.5,0.7,0.1,42.15,25.947872846596844,196.05,38.213355339668745
10,342,0.5,0.7,0.3,35.2,15.014379072987614,189.35,38.62542794857458
10,342,0.5,0.7,0.5,33.7,8.826395819239853,193.95,23.59856150834533
10,342,0.5,0.7,0.7,32.05,7.556628320815268,196.55,26.514097541139368
10,342,0.5,0.7,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0.5,1,0.1,37.9,11.880545796429246,193.8,33.20050728845158
10,342,0.5,1,0.3,35.2,15.014379072987614,189.35,38.62542794857458
10,342,0.5,1,0.5,33.9,8.783357468590962,195.05,23.623081932719955
10,342,0.5,1,0.7,32.05,7.556628320815268,196.55,26.514097541139368
10,342,0.5,1,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0.7,0,0.1,38.2,12.245729653101202,194.15,33.60807390462814
10,342,0.7,0,0.3,34.3,12.67861855333824,188.15,35.31404223460362
10,342,0.7,0,0.5,37.1,20.827360547328627,197.75,30.964963222461947
10,342,0.7,0,0.7,32.45,8.828631651739995,197.05,27.702317972556585
10,342,0.7,0,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0.7,0.3,0.1,38.5,13.132923673368635,194.65,34.83838626995712
10,342,0.7,0.3,0.3,35.2,15.014379072987614,189.35,38.62542794857458
10,342,0.7,0.3,0.5,34,8.795932074125606,195.35,23.80684333282521
10,342,0.7,0.3,0.7,32.05,7.556628320815268,196.55,26.514097541139368
10,342,0.7,0.3,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0.7,0.5,0.1,42.6,27.78375140446774,196.05,38.213355339668745
10,342,0.7,0.5,0.3,35.2,15.014379072987614,189.35,38.62542794857458
10,342,0.7,0.5,0.5,34,8.795932074125606,195.35,23.80684333282521
10,342,0.7,0.5,0.7,32.05,7.556628320815268,196.55,26.514097541139368
10,342,0.7,0.5,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0.7,0.7,0.1,38.5,13.132923673368635,194.75,35.053155124903185
10,342,0.7,0.7,0.3,34.15,12.453175456379325,187.55,34.77669364750812
10,342,0.7,0.7,0.5,33.7,8.826395819239853,193.95,23.59856150834533
10,342,0.7,0.7,0.7,32.05,7.556628320815268,196.55,26.514097541139368
10,342,0.7,0.7,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,0.7,1,0.1,38.5,13.132923673368635,194.75,35.053155124903185
10,342,0.7,1,0.3,34.15,12.453175456379325,187.55,34.77669364750812
10,342,0.7,1,0.5,33.9,8.783357468590962,195.1,23.717415320259587
10,342,0.7,1,0.7,32.05,7.556628320815268,196.55,26.514097541139368
10,342,0.7,1,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,1,0,0.1,34,9.93134325997085,199.75,34.34940434632555
10,342,1,0,0.3,31.8,7.5505315253821355,195.5,24.91142202621964
10,342,1,0,0.5,32.7,11.27689766968875,195.45,34.791824508518935
10,342,1,0,0.7,30.05,9.816607839456776,191.6,34.64618153183468
10,342,1,0,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,1,0.3,0.1,32.25,7.711065186846073,195.45,28.38731184321986
10,342,1,0.3,0.3,32,7.691416952476449,196.1,25.461839351427358
10,342,1,0.3,0.5,32.3,10.157185685643025,193.8,31.012051986623728
10,342,1,0.3,0.7,29.45,8.923505329657234,190.65,34.51052471043397
10,342,1,0.3,1,32.5,11.367080817685316,204.2,37.4019419704097
10,342,1,0.5,0.1,32.25,7.711065186846073,195.45,28.38731184321986
10,342,1,0.5,0.3,32,7.691416952476449,196.1,25.461839351427358
10,342,1,0.5,0.5,32.3,10.157185685643025,193.8,31.012051986623728
10,342,1,0.5,0.7,29.45,8.923505329657234,190.65,34.51052471043397
