N,TotEdge,A,G,E,t_mean,t_sd,edge_mean,edge_sd
10,342,1,0.7,0.1,59.2,22.357384274081515,177.3,20.49159005928761
10,342,1,0.7,0.3,51.3,13.247045350806186,172.55,19.465151046502513
10,342,1,0.7,0.5,59.5,31.64690057161165,183.2,26.99824555703379
10,342,1,0.7,0.7,59.75,26.461242760328787,190.65,29.608453629255777
10,342,1,0.7,1,46.5,10.128126547808389,187.25,17.035180316658014
10,342,1,1,0.1,58.45,17.11409083951461,177.9,20.738725535627914
10,342,1,1,0.3,55.35,24.478293284158173,174.5,25.901635794715848
10,342,1,1,0.5,51.2,12.94360236198807,180.9,20.78942038634074
10,342,1,1,0.7,51,15.623868380074594,183.55,24.051425168409022
10,342,1,1,1,46.5,10.128126547808389,187.25,17.035180316658014
12,506,0,0,0.1,52.55,16.493938280471404,288.1,37.28256259545755
12,506,0,0,0.3,47.45,17.898765026495102,274.05,34.41308655607325
12,506,0,0,0.5,49.95,24.051425168409022,276.1,40.45647433711289
12,506,0,0,0.7,53.3,18.456492225316214,284.2,37.84956371854516
12,506,0,0,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0,0.3,0.1,52.55,16.493938280471404,288.1,37.28256259545755
12,506,0,0.3,0.3,47.45,17.898765026495102,274.05,34.41308655607325
12,506,0,0.3,0.5,49.95,24.051425168409022,276.1,40.45647433711289
12,506,0,0.3,0.7,53.3,18.456492225316214,284.2,37.84956371854516
12,506,0,0.3,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0,0.5,0.1,52.55,16.493938280471404,288.1,37.28256259545755
12,506,0,0.5,0.3,47.45,17.898765026495102,274.05,34.41308655607325
12,506,0,0.5,0.5,49.95,24.051425168409022,276.1,40.45647433711289
12,506,0,0.5,0.7,53.3,18.456492225316214,284.2,37.84956371854516
12,506,0,0.5,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0,0.7,0.1,52.55,16.493938280471404,288.1,37.28256259545755
12,506,0,0.7,0.3,47.45,17.898765026495102,274.05,34.41308655607325
12,506,0,0.7,0.5,49.95,24.051425168409022,276.1,40.45647433711289
12,506,0,0.7,0.7,53.3,18.456492225316214,284.2,37.84956371854516
12,506,0,0.7,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0,1,0.1,52.55,16.493938280471404,288.1,37.28256259545755
12,506,0,1,0.3,47.45,17.898765026495102,274.05,34.41308655607325
12,506,0,1,0.5,49.95,24.051425168409022,276.1,40.45647433711289
12,506,0,1,0.7,53.3,18.456492225316214,284.2,37.84956371854516
12,506,0,1,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0.3,0,0.1,66.45,29.0271651352569,282.85,43.49745909094485
12,506,0.3,0,0.3,54.2,16.984822946569558,269,33.78414452154489
12,506,0.3,0,0.5,59.9,17.323242676880827,291.7,25.588031741832992
12,506,0.3,0,0.7,47,11.304400633567909,267.3,31.246220824116854
12,506,0.3,0,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0.3,0.3,0.1,74.55,34.40237904870136,247.35,25.945844409177806
12,506,0.3,0.3,0.3,69.9,38.27174304613619,263.4,38.805045792362726
12,506,0.3,0.3,0.5,52.5,17.32810312454127,255.55,34.69335595425183
12,506,0.3,0.3,0.7,53.65,20.863655127114182,270.15,41.47196262790714
12,506,0.3,0.3,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0.3,0.5,0.1,83.65,48.10982501691203,250.55,31.641869330632826
12,506,0.3,0.5,0.3,59.5,19.190183894239702,256.5,28.819766608500164
12,506,0.3,0.5,0.5,54.55,20.1219309526486,258.65,37.75722308031725
12,506,0.3,0.5,0.7,53.65,20.863655127114182,270.15,41.47196262790714
12,506,0.3,0.5,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0.3,0.7,0.1,84.9,48.97356967095404,250.65,29.032241605352812
12,506,0.3,0.7,0.3,66.55,40.147720653658666,259.1,32.63175721513275
12,506,0.3,0.7,0.5,56.55,24.73538909506399,258.85,37.54194145780227
12,506,0.3,0.7,0.7,53.45,20.200247523235948,270.15,41.658100873912296
12,506,0.3,0.7,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0.3,1,0.1,90.25,45.81527554958292,254.45,29.754212439497316
12,506,0.3,1,0.3,69.35,39.715136979030525,263.15,34.827809517531726
12,506,0.3,1,0.5,52.6,16.57010624747565,256.5,34.4620309753701
12,506,0.3,1,0.7,56.55,25.113374503387004,273.15,46.07462482355748
12,506,0.3,1,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0.5,0,0.1,66.45,29.0271651352569,282.85,43.49745909094485
12,506,0.5,0,0.3,54.2,16.984822946569558,269,33.78414452154489
12,506,0.5,0,0.5,59.9,17.323242676880827,291.7,25.588031741832992
12,506,0.5,0,0.7,47,11.304400633567909,267.3,31.246220824116854
12,506,0.5,0,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0.5,0.3,0.1,78.5,35.84689665786984,253.55,29.865443858113096
12,506,0.5,0.3,0.3,80.55,43.35468772080386,273.9,47.86922976082587
12,506,0.5,0.3,0.5,57.05,23.070772122228362,262.8,38.59451829088249
12,506,0.5,0.3,0.7,53.2,20.1536205445233,270.25,42.667471894813936
12,506,0.5,0.3,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0.5,0.5,0.1,78.05,42.2355238357974,247.2,33.59605239968091
12,506,0.5,0.5,0.3,77.4,34.711442069241606,275.5,36.579401738942465
12,506,0.5,0.5,0.5,57.85,30.463567541711544,262.25,42.20361047164218
12,506,0.5,0.5,0.7,52.75,19.226831580673373,269.35,41.3104740127476
12,506,0.5,0.5,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0.5,0.7,0.1,74.75,39.47134203577658,244.05,27.942563270130805
12,506,0.5,0.7,0.3,67.2,24.325858020243658,268,34.74114805847747
12,506,0.5,0.7,0.5,51.65,20.95929639236866,253.95,35.67023674541121
12,506,0.5,0.7,0.7,52.8,19.32165406453272,269.6,41.62160370212616
12,506,0.5,0.7,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0.5,1,0.1,106,108.1616723632778,258.2,32.48740646692759
12,506,0.5,1,0.3,59.4,21.25880622483923,255.35,30.858377690413516
12,506,0.5,1,0.5,56.05,28.26281730658257,259.3,41.14429038856968
12,506,0.5,1,0.7,53.7,20.375682100303578,271.85,40.9226163180678
12,506,0.5,1,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0.7,0,0.1,66.45,29.0271651352569,282.85,43.49745909094485
12,506,0.7,0,0.3,54.2,16.984822946569558,269,33.78414452154489
12,506,0.7,0,0.5,59.9,17.323242676880827,291.7,25.588031741832992
12,506,0.7,0,0.7,47,11.304400633567909,267.3,31.246220824116854
12,506,0.7,0,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0.7,0.3,0.1,80.5,31.668513334889994,257.2,28.184728974542598
12,506,0.7,0.3,0.3,58.45,19.16816165031565,257.2,33.187822750933336
12,506,0.7,0.3,0.5,53.2,14.511701267742888,261.7,31.467778005947274
12,506,0.7,0.3,0.7,49.95,14.805671032980642,264.65,35.20208576356326
12,506,0.7,0.3,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0.7,0.5,0.1,86.8,38.74287710425995,259.35,30.781530689342713
12,506,0.7,0.5,0.3,62.75,21.963785983678726,263.5,36.342667399135834
12,506,0.7,0.5,0.5,60.05,26.326842415659105,269.45,44.88051388203782
12,506,0.7,0.5,0.7,52.3,19.722015483637623,268.9,39.6615948401367
12,506,0.7,0.5,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0.7,0.7,0.1,74.3,27.650259349692604,250.45,27.15157260154266
12,506,0.7,0.7,0.3,65.7,22.501695842524263,268.95,33.997639236926595
12,506,0.7,0.7,0.5,51.45,16.36901758940057,258.85,33.17779060567
12,506,0.7,0.7,0.7,55.65,24.604824088398857,273.25,44.64582847254601
12,506,0.7,0.7,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,0.7,1,0.1,83.6,34.68717342188608,257,25.935141776118527
12,506,0.7,1,0.3,63.05,21.808918986699478,260.3,28.316073174082593
12,506,0.7,1,0.5,66.35,47.04451978823106,269.7,48.24618883230161
12,506,0.7,1,0.7,51.6,15.510268245669756,269.7,37.25601329068624
12,506,0.7,1,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,1,0,0.1,54.7,22.755219181541626,275,42.62690032806687
12,506,1,0,0.3,49.4,16.91277934767547,270.2,32.31359498806395
12,506,1,0,0.5,51.9,12.375272458457333,281.3,32.021538803880446
12,506,1,0,0.7,47.2,15.063374892695684,271.2,35.302601663482626
12,506,1,0,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,1,0.3,0.1,66.1,26.540733341710617,272.95,35.65400250654675
12,506,1,0.3,0.3,59.7,20.331722685705238,272.8,31.77817854407246
12,506,1,0.3,0.5,52.45,13.10072316204037,271.8,29.706635799536706
12,506,1,0.3,0.7,59.7,23.213199511892956,290.15,45.104877785002365
12,506,1,0.3,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,1,0.5,0.1,72.4,45.75955465370334,273.65,39.06307315368987
12,506,1,0.5,0.3,64,38.781438859330635,273.2,36.37899914713664
12,506,1,0.5,0.5,57.6,20.571825392998065,277.1,37.45579851111525
12,506,1,0.5,0.7,53.1,13.552626469084371,280.15,36.665306992334116
12,506,1,0.5,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,1,0.7,0.1,66.1,39.125842852868594,267.7,33.654748628732285
12,506,1,0.7,0.3,64.1,23.076303635411026,276.6,34.65377628089493
12,506,1,0.7,0.5,56.85,23.749293618304126,274.5,37.42430957771193
12,506,1,0.7,0.7,53.45,16.66851744109867,277.6,39.07671267755529
12,506,1,0.7,1,52.9,17.444347599090506,286.5,35.75427836011561
12,506,1,1,0.1,56.75,14.293447155215825,261.65,22.61176917587737
12,506,1,1,0.3,60.15,30.713060825374566,265.95,38.52336953071473
12,506,1,1,0.5,58.85,18.13770425906966,281.65,30.163196466101393
12,506,1,1,0.7,43.95,7.823547452201086,260.35,22.069924760799896
12,506,1,1,1,52.9,17.444347599090506,286.5,35.75427836011561
14,702,0,0,0.1,52.75,15.324129579471098,402.05,49.065450380615395
14,702,0,0,0.3,51.65,15.832262198302221,395.9,45.22214175891228
14,702,0,0,0.5,54.2,12.639120555681579,408.2,38.20801789649585
14,702,0,0,0.7,54.2,15.042396225685797,405.45,40.493631728042324
14,702,0,0,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0,0.3,0.1,52.75,15.324129579471098,402.05,49.065450380615395
14,702,0,0.3,0.3,51.65,15.832262198302221,395.9,45.22214175891228
14,702,0,0.3,0.5,54.2,12.639120555681579,408.2,38.20801789649585
14,702,0,0.3,0.7,54.2,15.042396225685797,405.45,40.493631728042324
14,702,0,0.3,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0,0.5,0.1,52.75,15.324129579471098,402.05,49.065450380615395
14,702,0,0.5,0.3,51.65,15.832262198302221,395.9,45.22214175891228
14,702,0,0.5,0.5,54.2,12.639120555681579,408.2,38.20801789649585
14,702,0,0.5,0.7,54.2,15.042396225685797,405.45,40.493631728042324
14,702,0,0.5,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0,0.7,0.1,52.75,15.324129579471098,402.05,49.065450380615395
14,702,0,0.7,0.3,51.65,15.832262198302221,395.9,45.22214175891228
14,702,0,0.7,0.5,54.2,12.639120555681579,408.2,38.20801789649585
14,702,0,0.7,0.7,54.2,15.042396225685797,405.45,40.493631728042324
14,702,0,0.7,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0,1,0.1,52.75,15.324129579471098,402.05,49.065450380615395
14,702,0,1,0.3,51.65,15.832262198302221,395.9,45.22214175891228
14,702,0,1,0.5,54.2,12.639120555681579,408.2,38.20801789649585
14,702,0,1,0.7,54.2,15.042396225685797,405.45,40.493631728042324
14,702,0,1,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0.3,0,0.1,56.3,12.620367831823536,377.8,37.44553940127758
14,702,0.3,0,0.3,48.6,10.002105041597888,360.85,30.568774918206977
14,702,0.3,0,0.5,50.35,12.683495284486014,372.45,43.985015391009796
14,702,0.3,0,0.7,52.05,13.628433898519514,385.6,43.438280473866776
14,702,0.3,0,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0.3,0.3,0.1,110.15,75.00194734314009,372.1,47.11341299683697
14,702,0.3,0.3,0.3,65.45,34.189064117977225,362.85,46.28319576829495
14,702,0.3,0.3,0.5,73.85,26.65624248010013,404.65,50.17786784083827
14,702,0.3,0.3,0.7,54.8,7.695521595810056,391.05,23.97032156207909
14,702,0.3,0.3,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0.3,0.5,0.1,96.6,48.35003946006118,366,37.4742016522525
14,702,0.3,0.5,0.3,64.3,31.033258899038252,362.2,44.97671912398563
14,702,0.3,0.5,0.5,79.9,48.235060408706644,406.6,52.13585492174318
14,702,0.3,0.5,0.7,55.4,8.394233609730959,392.9,26.251616491581096
14,702,0.3,0.5,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0.3,0.7,0.1,106.55,79.3410194566534,364.25,50.9084575746661
14,702,0.3,0.7,0.3,69.9,31.191935529961317,371.95,42.11572402946809
14,702,0.3,0.7,0.5,76.9,39.704036650141624,404.35,49.09311775113
14,702,0.3,0.7,0.7,56.7,11.3141736912507,394.5,30.959226156519584
14,702,0.3,0.7,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0.3,1,0.1,103.85,79.23534232704627,357.2,47.736778274198606
14,702,0.3,1,0.3,66.5,23.232237130876207,369.45,34.66148324946051
14,702,0.3,1,0.5,64,27.051607598887916,385.05,43.44564056623548
14,702,0.3,1,0.7,56.15,12.031865585755362,391.95,33.284222593958994
14,702,0.3,1,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0.5,0,0.1,56.3,12.620367831823536,377.8,37.44553940127758
14,702,0.5,0,0.3,48.6,10.002105041597888,360.85,30.568774918206977
14,702,0.5,0,0.5,50.35,12.683495284486014,372.45,43.985015391009796
14,702,0.5,0,0.7,52.05,13.628433898519514,385.6,43.438280473866776
14,702,0.5,0,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0.5,0.3,0.1,85.1,42.89019026598776,354.4,46.732610050212934
14,702,0.5,0.3,0.3,65.85,21.507097971551037,370.55,42.948531008516156
14,702,0.5,0.3,0.5,71,27.07300072805105,400.9,49.11200946493852
14,702,0.5,0.3,0.7,57.95,15.062938135143419,396.7,33.29311608947664
14,702,0.5,0.3,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0.5,0.5,0.1,101.8,55.0354909413725,369.7,53.814593990067316
14,702,0.5,0.5,0.3,72.15,28.069978343606294,379.35,45.70762345720091
14,702,0.5,0.5,0.5,65.4,27.452159343694237,388.4,47.6891248774702
14,702,0.5,0.5,0.7,57,16.06893046583342,392.35,35.88618705090625
14,702,0.5,0.5,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0.5,0.7,0.1,84.7,38.31874627110696,352.9,47.31629295440809
14,702,0.5,0.7,0.3,61.05,21.673352544687585,359.95,33.531564077353806
14,702,0.5,0.7,0.5,63.5,20.024984394500787,387.85,44.97867915965706
14,702,0.5,0.7,0.7,57.35,14.019816801866376,394.8,35.90279273699735
14,702,0.5,0.7,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0.5,1,0.1,75.7,37.037818510274064,342.15,39.58771074595326
14,702,0.5,1,0.3,60.3,12.503052258927564,364.75,26.094716141899607
14,702,0.5,1,0.5,57.55,12.90644473855886,379.7,33.40359262115379
14,702,0.5,1,0.7,54.4,9.901621345171602,389.5,30.222856460493258
14,702,0.5,1,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0.7,0,0.1,56.3,12.620367831823536,377.8,37.44553940127758
14,702,0.7,0,0.3,48.6,10.002105041597888,360.85,30.568774918206977
14,702,0.7,0,0.5,50.35,12.683495284486014,372.45,43.985015391009796
14,702,0.7,0,0.7,52.05,13.628433898519514,385.6,43.438280473866776
14,702,0.7,0,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0.7,0.3,0.1,73.3,43.98217342227836,340.6,46.30266560474961
14,702,0.7,0.3,0.3,76.9,31.867984264032636,389.1,48.03058236275366
14,702,0.7,0.3,0.5,57,16.568835679958738,377.4,36.050257317134076
14,702,0.7,0.3,0.7,57.3,14.64348247335204,395,35.950258032892876
14,702,0.7,0.3,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0.7,0.5,0.1,89.8,60.049628597826,359.55,54.71406535223298
14,702,0.7,0.5,0.3,71.1,25.34374209066007,378,43.389302586552006
14,702,0.7,0.5,0.5,58.9,16.27688060118594,383.1,35.31497371400767
14,702,0.7,0.5,0.7,55.75,11.442648754825772,392.2,32.72468889321784
14,702,0.7,0.5,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0.7,0.7,0.1,78,21.50152993332531,354,34.51925473367612
14,702,0.7,0.7,0.3,70.25,24.761759566761512,378.85,46.146534339849914
14,702,0.7,0.7,0.5,65.4,22.19625383280986,392.45,46.32547895057319
14,702,0.7,0.7,0.7,56.4,16.71242840397214,391.6,40.254976809019986
14,702,0.7,0.7,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,0.7,1,0.1,101.5,96.9430109312737,355.95,42.77416214688981
14,702,0.7,1,0.3,67.55,31.873888009499332,370.8,43.97918167784198
14,702,0.7,1,0.5,60.8,18.417954626710834,383,37.91264196877648
14,702,0.7,1,0.7,52.05,10.455293295490895,381.85,32.363519098223115
14,702,0.7,1,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,1,0,0.1,52.55,11.753946705591902,390.4,37.511261466952895
14,702,1,0,0.3,50.4,10.545141061171254,384.8,38.90420082851289
14,702,1,0,0.5,54.75,19.822568212174623,393.1,51.56590060556644
14,702,1,0,0.7,49.3,21.071557282645,377.3,52.66787695700193
14,702,1,0,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,1,0.3,0.1,61.5,27.288902699198367,368.55,40.04665042829819
14,702,1,0.3,0.3,68.8,32.258169100000245,396.55,55.948731230616744
14,702,1,0.3,0.5,50.35,9.799436074000434,369.1,34.95997711669732
14,702,1,0.3,0.7,53.2,14.214892116887023,388.2,41.44952542424023
14,702,1,0.3,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,1,0.5,0.1,57.6,17.980691398216443,363.95,37.758895780018726
14,702,1,0.5,0.3,51.35,13.243767153686017,362.9,43.31269414021957
14,702,1,0.5,0.5,57.05,17.7066000183696,384.5,48.905386636905995
14,702,1,0.5,0.7,50.15,10.484449637941246,382.1,32.48627240446097
14,702,1,0.5,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,1,0.7,0.1,63.1,38.811148696706915,368.45,47.18995767388606
14,702,1,0.7,0.3,54.6,19.20909872128858,367.65,53.60211602264656
14,702,1,0.7,0.5,57.1,17.75239049877657,385.3,46.51326918768789
14,702,1,0.7,0.7,54.4,13.816085209867367,392.8,43.140651240722875
14,702,1,0.7,1,53.7,17.472082995754292,399.6,45.390005855683114
14,702,1,1,0.1,54.35,15.083190364738734,355.75,35.21195221721409
14,702,1,1,0.3,58.45,15.672553951683211,379.25,32.093408078689045
14,702,1,1,0.5,64.3,31.481155599735168,391,57.51521537819362
14,702,1,1,0.7,52.3,12.490417379567004,388.8,35.2936553117293
14,702,1,1,1,53.7,17.472082995754292,399.6,45.390005855683114
16,930,0,0,0.1,51.05,11.023778127780254,533.1,49.947235316776776
16,930,0,0,0.3,46.2,7.688679306206249,508.95,45.33904440290312
16,930,0,0,0.5,53.45,16.037702289818267,530.85,70.76668484682978
16,930,0,0,0.7,55.55,17.033944439204173,537.7,66.02798449780293
16,930,0,0,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0,0.3,0.1,51.05,11.023778127780254,533.1,49.947235316776776
16,930,0,0.3,0.3,46.2,7.688679306206249,508.95,45.33904440290312
16,930,0,0.3,0.5,53.45,16.037702289818267,530.85,70.76668484682978
16,930,0,0.3,0.7,55.55,17.033944439204173,537.7,66.02798449780293
16,930,0,0.3,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0,0.5,0.1,51.05,11.023778127780254,533.1,49.947235316776776
16,930,0,0.5,0.3,46.2,7.688679306206249,508.95,45.33904440290312
16,930,0,0.5,0.5,53.45,16.037702289818267,530.85,70.76668484682978
16,930,0,0.5,0.7,55.55,17.033944439204173,537.7,66.02798449780293
16,930,0,0.5,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0,0.7,0.1,51.05,11.023778127780254,533.1,49.947235316776776
16,930,0,0.7,0.3,46.2,7.688679306206249,508.95,45.33904440290312
16,930,0,0.7,0.5,53.45,16.037702289818267,530.85,70.76668484682978
16,930,0,0.7,0.7,55.55,17.033944439204173,537.7,66.02798449780293
16,930,0,0.7,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0,1,0.1,51.05,11.023778127780254,533.1,49.947235316776776
16,930,0,1,0.3,46.2,7.688679306206249,508.95,45.33904440290312
16,930,0,1,0.5,53.45,16.037702289818267,530.85,70.76668484682978
16,930,0,1,0.7,55.55,17.033944439204173,537.7,66.02798449780293
16,930,0,1,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0.3,0,0.1,65,24.95680478873764,518.45,65.86787013248168
16,930,0.3,0,0.3,54.25,8.866702941490235,507.6,39.36522643948056
16,930,0.3,0,0.5,54.65,18.195647252773625,510.45,59.38941514764181
16,930,0.3,0,0.7,49.55,13.570381835375699,500.9,52.43733101722976
16,930,0.3,0,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0.3,0.3,0.1,80.95,40.49623114367688,464.95,45.2495710942162
16,930,0.3,0.3,0.3,70.9,30.09091487301004,497.6,59.106861299104516
16,930,0.3,0.3,0.5,60.65,17.290931605598168,503,55.048304147118685
16,930,0.3,0.3,0.7,57.2,16.866659732333364,516.7,49.51671700706636
16,930,0.3,0.3,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0.3,0.5,0.1,108.55,83.97836500833822,488.35,68.2374144941183
16,930,0.3,0.5,0.3,74.1,34.413736547458704,503.15,56.06507027787585
16,930,0.3,0.5,0.5,60.15,15.798983977991815,504.95,53.86481617022963
16,930,0.3,0.5,0.7,57.3,17.014235525768292,517.15,49.99713149666425
16,930,0.3,0.5,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0.3,0.7,0.1,99.75,67.34035702467375,479.9,64.11002056497959
16,930,0.3,0.7,0.3,76.85,24.305674018090595,515.95,49.94573370959199
16,930,0.3,0.7,0.5,61.2,17.665309448032232,506.65,52.519946085674015
16,930,0.3,0.7,0.7,59.05,17.807375763400607,521.65,53.5598779527716
16,930,0.3,0.7,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0.3,1,0.1,85.75,26.45527506845031,475.15,30.180640361522798
16,930,0.3,1,0.3,76.2,20.740501947943102,511.55,40.27337503664307
16,930,0.3,1,0.5,60.95,18.670198600697148,501.05,55.4374707025378
16,930,0.3,1,0.7,59.6,20.633136353678122,519.7,58.05088511950438
16,930,0.3,1,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0.5,0,0.1,65,24.95680478873764,518.45,65.86787013248168
16,930,0.5,0,0.3,54.25,8.866702941490235,507.6,39.36522643948056
16,930,0.5,0,0.5,54.65,18.195647252773625,510.45,59.38941514764181
16,930,0.5,0,0.7,49.55,13.570381835375699,500.9,52.43733101722976
16,930,0.5,0,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0.5,0.3,0.1,97.75,49.89976795642705,493.85,58.31789018636969
16,930,0.5,0.3,0.3,77.1,30.91907944432063,514.5,62.67333857726946
16,930,0.5,0.3,0.5,62.55,16.640075278169803,513.4,56.296583050464925
16,930,0.5,0.3,0.7,58.85,17.22689146287525,521.2,52.14514157113474
16,930,0.5,0.3,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0.5,0.5,0.1,79.8,37.92596666359898,467.2,56.77063733267308
16,930,0.5,0.5,0.3,68.7,22.755219181541626,500.2,54.76226130427683
16,930,0.5,0.5,0.5,63.85,20.422575228099134,514,67.41310195940751
16,930,0.5,0.5,0.7,57.15,17.336529732270375,516.4,54.09484847542275
16,930,0.5,0.5,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0.5,0.7,0.1,94.2,50.025888034938575,485.9,59.58002137771034
16,930,0.5,0.7,0.3,67.5,25.70582567598657,495.15,52.413613137287754
16,930,0.5,0.7,0.5,65.75,20.598607515532386,519.9,57.523359099632415
16,930,0.5,0.7,0.7,61,23.914320748081167,523.4,63.184275192320975
16,930,0.5,0.7,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0.5,1,0.1,152.75,161.7001367053421,502.8,70.89176331043797
16,930,0.5,1,0.3,73.9,20.761553536842033,506.1,48.105038580611335
16,930,0.5,1,0.5,58.5,19.247692958132056,496.15,56.49431736676568
16,930,0.5,1,0.7,59.3,18.935069107485802,523.85,59.710067034488894
16,930,0.5,1,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0.7,0,0.1,65,24.95680478873764,518.45,65.86787013248168
16,930,0.7,0,0.3,54.25,8.866702941490235,507.6,39.36522643948056
16,930,0.7,0,0.5,54.65,18.195647252773625,510.45,59.38941514764181
16,930,0.7,0,0.7,49.55,13.570381835375699,500.9,52.43733101722976
16,930,0.7,0,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0.7,0.3,0.1,88.45,47.59972910139632,476.85,66.0679673956258
16,930,0.7,0.3,0.3,62.85,16.579235586467156,490.1,42.38159978103705
16,930,0.7,0.3,0.5,60,18.867962264113206,506.3,58.08895175323337
16,930,0.7,0.3,0.7,61,27.6576819061369,522.25,68.29801183821263
16,930,0.7,0.3,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0.7,0.5,0.1,98.95,51.20698451537539,494.3,62.72169103520559
16,930,0.7,0.5,0.3,73.65,23.75372546958078,519.25,53.67041231344079
16,930,0.7,0.5,0.5,71.65,24.700894933712743,537.35,68.43612081042399
16,930,0.7,0.5,0.7,58.1,17.084619121488068,522.45,58.849920627769215
16,930,0.7,0.5,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0.7,0.7,0.1,91.1,44.30266714081076,485.7,59.58814788547344
16,930,0.7,0.7,0.3,63.35,24.120912525288748,487.5,51.064974091321815
16,930,0.7,0.7,0.5,59.3,21.37164870619608,500.2,72.11292314287728
16,930,0.7,0.7,0.7,62.15,22.363680612240817,532.65,62.77468061500424
16,930,0.7,0.7,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,0.7,1,0.1,121.9,131.46778672879688,489.2,65.07210575483492
16,930,0.7,1,0.3,62.85,25.46054739561211,487.3,52.53780593659749
16,930,0.7,1,0.5,63.95,16.715813502567908,520.3,47.96830093652309
16,930,0.7,1,0.7,61.55,20.83891854957424,533.1,60.98653863547957
16,930,0.7,1,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,1,0,0.1,51,13.2664991614216,505.65,56.414140631209605
16,930,1,0,0.3,53.9,13.321529863147733,526.85,59.50698764806843
16,930,1,0,0.5,53,13.114877048604,522.45,58.61962577768464
16,930,1,0,0.7,50.05,8.41974496425859,516.4,39.73517598458972
16,930,1,0,1,62.3,17.88589564874778,567.05,59.14698461860659
16,930,1,0.3,0.1,66.95,25.288805511738317,506.4,70.26296471489312
16,930,1,0.3,0.3,51.75,9.215975831474157,488.1,32.87920475411712
16,930,1,0.3,0.5,64.45,26.176475980101717,529.95,60.3310821524379
16,930,1,0.3,0.7,54.35,11.06095551216554,518.5,47.280239557679685
